CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
640,83.25527755840287,6,230872.6715263227,4,1,0,94779.53890776668,0,1,0
588,44.98385013451085,3,181332.66263136003,4,1,0,75998.7403588591,0,1,0
553,52.544623844151445,3,122711.41973898152,2,0,1,35581.27984693243,1,0,0
656,75.16447356618042,10,161592.76369442223,1,1,1,35618.37778846785,1,1,0
322,25.503249732567006,9,156120.7783555795,1,0,1,103245.63159563682,0,1,0
821,40.91734816299781,2,90785.07047219868,2,0,0,134497.92888428806,1,0,1
399,41.4189934914764,10,107429.22582799847,1,0,0,73922.39388994247,0,0,0
479,65.62298681432877,1,80680.4122631325,1,1,1,89002.60047748733,0,1,1
522,67.99026283967838,2,253385.12978987166,3,0,1,96857.62805280114,1,1,0
741,31.692093650234604,7,147050.56600742438,3,0,0,82048.69214232091,1,0,0
624,27.722336497126662,0,23336.6947041739,3,1,1,27743.269994256545,0,1,0
815,59.155901128588006,3,131597.4537958843,4,0,1,96588.11115820502,0,1,0
315,27.300227031479295,6,12665.722116519682,4,1,1,37823.31815601466,1,0,0
635,70.42192377688615,4,73175.397651183,1,1,1,92254.52119418584,1,1,0
557,41.094231749637395,1,113054.39261300642,4,1,1,120799.04682372774,1,1,0
796,42.045436308344485,0,135441.4615759019,3,1,1,20708.243604222545,0,0,0
459,59.30964882043407,5,247469.09825269654,4,0,1,75961.92110526626,0,0,0
774,67.22696563157511,4,249000.36442170214,1,0,0,116939.73810492884,0,1,0
679,48.77875512224532,2,24861.29990152609,3,0,1,88709.706823031,0,0,0
844,67.52266172077098,10,136420.5539114116,1,0,1,50589.88527066448,0,1,1
726,54.60650197431177,10,207143.18594708823,4,1,0,110683.76348064236,0,1,1
567,77.91495580272553,10,60261.93214440519,2,0,0,121851.40768060602,1,0,0
716,46.225303275508594,8,190273.21483603836,2,1,1,67128.28054173331,1,1,0
467,84.54173590965131,2,222736.33310722225,3,0,0,58662.08465170834,1,1,1
342,30.430523150064936,1,167945.38243231262,1,0,1,90867.95906259712,1,1,1
584,80.40013520499532,4,83075.18690241968,2,1,0,67504.9957336839,0,0,1
696,64.26874659871329,8,234020.76980643743,2,0,0,128671.8010691867,1,1,0
311,37.21697058008142,7,223978.78194621383,3,0,0,121276.51508508572,0,1,0
601,36.77749110057434,5,181466.93452438482,3,1,1,60545.42761873364,0,1,0
552,31.177108300233964,2,92192.51680129273,1,0,0,79407.2134397177,1,1,0
798,27.181847857322964,5,200751.49840591603,2,0,1,135633.42786505632,1,0,0
334,63.57632788931987,4,80135.93029296582,1,0,1,39158.96170944626,0,1,0
389,41.50601765127432,0,64125.391077306864,1,1,0,118050.17190257572,1,0,1
717,80.85374145029208,4,130559.64647808367,3,1,0,61184.50788940767,0,1,1
414,74.7956535864058,6,252781.04564966232,1,0,1,35532.01139091322,1,0,0
495,51.92459708630684,8,203901.4732374223,4,0,1,35207.25247531304,1,0,0
800,58.87536722711204,0,185007.7755824566,1,0,1,55917.35345388486,0,1,0
792,78.59573302252802,2,114588.52509812418,2,1,0,91250.34578166204,1,1,0
374,62.21089082904211,7,79081.60050439842,1,0,1,138025.68754887488,0,1,0
712,31.17751352132036,5,216977.0803967536,4,1,0,59389.331330332825,0,0,1
675,37.00148159925788,4,143924.39678681665,4,1,1,45899.61671199505,1,1,0
719,69.16729389059597,9,206166.05628800322,2,0,0,82225.14835025331,0,0,0
576,25.59352047961236,1,123649.11963139105,2,1,1,40361.74643742303,1,1,0
693,72.70464215897657,2,191133.71881084502,1,1,1,55319.804381006215,1,0,0
756,70.72716903131152,1,219978.68159145702,4,1,0,148262.06356948955,1,1,0
491,83.30360036178291,0,99220.22376434591,4,1,0,92546.57480197634,1,1,1
398,60.664864802255764,6,3439.9848519532843,1,1,0,121908.26978619205,0,1,0
847,80.91192269852952,2,64625.742132981235,2,0,0,47535.3148204061,0,0,1
395,31.822624676578943,6,231937.6298892966,4,1,0,87608.89044015588,1,1,1
489,72.99655411352362,6,174296.97316181232,1,1,1,86368.77255461582,1,0,1
336,68.56456167920986,7,186890.31672028024,2,1,0,125646.82006078104,0,1,1
668,46.202748651499725,0,82463.03409032588,1,1,0,22804.28257374812,0,0,1
824,75.7175017413499,4,177777.81178253182,2,1,0,131862.36050935904,1,0,1
578,53.38816329296091,9,163837.23331115567,2,0,0,30347.34137694925,1,1,0
516,81.59527640800152,8,45219.023498069495,4,0,0,139157.52489877155,1,0,1
572,70.53791016955051,10,245570.1709161819,3,1,1,38569.1415577357,1,0,0
361,52.484955413414255,6,89748.06769369882,4,0,0,89190.99067626362,0,1,0
641,24.405461380533584,0,83476.64737848818,1,1,1,32920.80721715698,1,0,0
696,56.434218016928796,7,93585.14153788565,2,0,0,78134.87357660825,1,1,0
318,39.162948442779204,2,23251.590843498463,4,0,0,58906.24868323563,1,1,0
476,54.45031532937457,3,158432.8056844201,2,1,1,74612.37389367772,0,1,0
695,86.8056322368888,3,60492.98464157498,4,1,0,90854.35385116392,1,0,1
744,82.6467530924517,9,203645.63747334367,1,1,0,79727.02325838109,0,0,0
532,63.55786631887581,7,99921.46387508324,1,1,1,23011.167483821715,1,0,1
375,48.19127791413066,0,116247.9167705742,1,0,1,132248.90903842502,1,1,0
564,76.87694088425572,7,163872.70118767355,4,1,0,32344.0760659582,0,0,1
754,47.50532265380471,8,193139.8842026452,3,0,1,147481.56088534373,1,1,0
683,60.46712888586805,8,58589.413913316384,1,1,0,130671.41840866263,1,0,1
805,86.12864917387601,4,244962.65395817917,4,1,0,92978.78290253803,0,1,0
666,38.08610305231452,3,157763.04675183323,3,0,0,51875.12586823353,0,0,1
443,47.150654942515935,3,1429.4321459267896,4,1,1,31212.00032698233,0,0,0
368,66.32418354737194,8,105363.25884943732,4,1,1,107338.56874408264,0,1,0
398,72.8012066334092,7,110736.50061586201,1,0,0,46196.22114639699,1,0,0
695,73.21509436602767,9,205129.217784514,3,0,0,115318.63690313725,1,0,1
324,79.2232068759831,9,77355.1562892445,4,1,1,128226.07621799484,0,1,0
768,40.098959765605464,6,83968.33552423218,4,0,0,148565.46649003905,1,1,0
783,58.578959742840816,2,17870.766227694094,4,1,1,85548.02055067055,1,0,0
450,22.890522827409903,3,71880.98341360908,4,0,1,146707.35627935454,1,0,0
443,58.47469140093273,8,181755.01581756567,1,1,1,39411.56088373678,1,1,0
338,59.93417381225141,7,160915.5045741048,4,0,1,128712.11045532313,1,0,0
408,40.33636642303356,0,20633.994427696896,3,0,1,66774.2606712518,1,0,0
341,41.460765074473926,2,29075.73742404701,2,0,0,67425.59311818438,1,0,0
485,66.59171880256525,9,95553.47850977402,3,1,1,54924.17572198429,0,1,0
697,42.357146261892254,1,188548.01245620567,4,1,1,42543.36868378577,1,0,0
522,41.04533631961978,1,211150.85297062615,4,1,1,77488.10005166978,0,0,0
432,84.90984806629656,7,3707.3014682569237,3,0,0,148347.28082582867,1,1,0
462,23.89853218006932,5,83406.57884336548,2,0,1,62887.91576558002,1,1,0
514,65.37714253942453,5,107553.47402070877,1,0,1,79940.6298952309,0,1,1
534,63.66857227273866,3,230978.80694871515,2,0,1,49705.56649820154,0,0,0
308,42.499526184217224,0,127110.2161226244,2,1,0,63825.62222608114,0,0,1
373,54.40166689434341,10,68371.1092958656,2,0,0,27168.35361775579,0,1,0
791,26.413545480616918,6,98879.77328709353,3,0,0,144284.49314087234,0,1,0
552,33.68270789240991,7,110639.31121120528,2,1,1,86274.28688968647,0,1,0
529,22.5253215642932,1,169848.83619117705,1,1,1,115283.64990366674,1,0,1
818,31.90737382769921,1,10416.052388400081,4,0,0,86727.63841137264,1,1,0
473,61.765460048636164,0,98728.83450604376,3,0,0,120125.59388641053,0,1,0
467,49.534218464111376,3,163906.31189332198,3,0,1,89431.75339702403,1,0,0
469,30.967615401711917,5,71824.27151102394,2,1,0,111200.8084338433,0,0,0
692,28.485272856622778,4,150013.19227150714,4,0,0,109024.1298423774,0,1,0
493,27.747231075660245,3,90572.81226844594,4,0,0,89363.18568718071,0,1,0
816,23.56736749092529,3,192341.26870238793,4,0,1,49976.32301759908,0,1,0
328,58.14613003507242,9,15361.957627894179,3,1,0,47540.21099897647,1,1,0
464,31.304392334775816,6,232710.05128520352,1,0,0,133659.66496318404,0,1,1
721,62.67853433098964,6,43505.03144354413,4,1,0,35689.2557389613,1,1,0
638,44.9695407535974,1,40192.84182158736,3,1,1,92701.42349860843,1,1,0
795,56.99356624515404,6,213109.11225457655,2,1,1,85329.55309759724,1,0,0
664,72.71118866717849,1,220369.5554402843,4,1,0,123792.01181181268,1,0,0
641,56.017608871201844,3,23569.41245387628,2,1,0,37601.04519855746,0,1,1
799,39.41618995523636,0,230366.87007518075,4,0,0,109348.7662789674,0,1,1
810,45.08804391921758,4,69283.00073391352,2,0,0,98760.6478528449,0,0,0
626,41.261353541345386,0,156825.10513938425,3,1,0,111155.54715510372,1,1,0
516,59.0429204965786,3,17388.949658303587,2,1,1,100759.33898532495,0,0,0
600,32.6726857579453,8,96500.36300865591,3,0,0,93131.16010365996,0,0,0
431,24.603315040788665,7,114261.97283255885,2,1,0,140414.87231427783,0,1,0
369,64.42774776243311,5,152060.40626049257,2,0,1,65325.48390658705,0,1,0
551,48.32699334809422,7,133160.27240381725,2,0,1,44009.39251249682,0,1,0
714,30.099507897572806,4,116991.82863152567,4,1,0,123402.79676798335,1,0,0
744,28.703327609186193,6,243275.78656873188,1,0,1,36859.89021450355,1,1,1
481,50.14268834118047,7,46904.62222504612,1,0,1,108363.93954216574,0,1,0
466,75.40616259693311,6,40052.68877090228,4,0,0,91442.82627900883,1,1,0
390,77.22689495946904,3,180856.93061404553,2,1,0,20166.83721981944,1,0,0
830,55.292528635442885,4,18899.446073251373,2,0,1,51182.092497015816,1,0,0
338,70.595799139016,9,122416.50291851646,4,0,0,84467.50816093842,1,0,0
425,53.458884968840536,5,122710.99299407665,3,0,0,62862.94045722852,0,0,0
750,30.170264446141612,10,78593.68054881768,3,1,1,75495.93087212478,1,1,0
472,47.20856052024633,5,235874.2686477751,4,1,0,98165.10494685522,1,1,0
519,75.32984222169023,8,71626.81968729735,1,1,1,115007.31801852358,1,0,0
357,62.20873093654813,9,73122.13676527419,3,1,1,39656.96917365063,1,1,0
775,37.14214559380703,1,59396.74827160619,4,0,1,56778.62813349773,0,1,0
755,58.60955621742861,5,36958.32928399205,3,0,1,102743.76290456035,1,0,0
660,33.1728966375569,2,92279.45507481553,4,0,1,96497.28655080296,0,0,0
300,32.79403705790769,1,172609.88202701026,3,0,0,115790.26247707556,0,0,0
686,74.46684567214857,5,188143.69384383466,3,1,1,103266.29044868436,1,0,1
647,68.03306640783818,3,206207.62268859262,4,1,0,62919.56890705172,0,0,1
489,31.089668022401675,4,50078.815242581644,1,1,0,84900.65792205778,0,0,0
804,35.49151237948265,4,9033.146123722603,1,0,1,135016.43060746347,0,0,1
490,73.38548124149126,2,247089.96765040114,3,1,0,44191.671584424366,0,0,0
807,46.2486697201225,3,3633.3980799974374,3,1,1,68976.82297242357,0,1,0
668,49.088703569734655,2,243539.08587697914,1,0,1,129424.7441076935,1,0,0
708,66.93031411787929,6,210110.49470368776,4,0,0,67345.24865151093,0,1,0
416,63.89252890264391,0,231217.59819718605,2,0,1,73589.26764731701,1,0,0
433,75.97015577628228,5,98154.3995643443,3,1,0,61498.969686559925,1,0,1
357,77.798951230779,3,49992.14371722268,2,0,0,136938.31858001917,1,0,0
472,64.81285270500996,0,153742.96348525307,3,1,0,106234.3608308426,1,0,0
448,80.33038741994214,0,187912.57326458892,1,1,1,47141.26090545891,1,0,1
379,17.3733541259773,4,33174.23389624613,4,0,0,117452.44722223762,1,0,1
512,28.96746731999562,4,202202.8662304765,3,1,1,25007.02699986886,1,1,0
502,25.079046625211735,9,52879.92664008324,2,1,0,71533.10542892509,1,0,1
528,42.84493329896701,6,124643.77659854501,1,0,0,138270.0684286555,1,0,1
526,29.62391551343639,3,217124.54222095347,3,1,1,109672.1086339298,0,1,0
831,31.579532570696372,8,49034.523031302146,4,1,0,123102.4452998352,0,1,0
740,58.57697956776899,3,61319.5208740247,3,1,0,141070.96646424287,1,0,0
701,72.94740488511088,6,15912.94558517309,4,0,0,120691.70275875337,1,1,1
346,19.380878406622628,4,37167.7457122124,4,1,1,31515.91699429048,0,1,0
532,64.14551862450848,4,37145.3630463831,1,0,1,49983.50814986619,1,0,0
604,41.76870954470678,5,51570.35416972388,3,0,0,84999.25182242942,1,1,0
825,43.18503330671826,7,72553.88619466776,4,1,0,21801.512540041385,0,1,0
442,76.10098963476167,4,206604.22166883832,1,0,1,101197.67253251612,1,0,1
714,35.2881804622538,2,232152.8127296755,3,1,1,105441.80404330084,0,0,0
812,62.605307919560474,5,102995.09500122922,4,0,1,110538.29995694807,1,1,0
672,63.77938748136514,1,32501.903586057662,1,0,0,92244.22381790378,1,1,1
558,67.40362707270435,7,56737.44691182669,3,1,0,78809.30967400243,1,1,0
770,50.980365415108714,7,186633.57985649494,4,0,1,131221.26253371354,1,1,0
311,59.015440342621844,2,171732.3055117072,1,1,1,119753.25324721244,1,1,0
629,82.61614061718973,7,245194.09898448634,1,1,0,99606.59423093268,0,0,1
657,44.48238261143297,8,3672.9861096868963,3,1,0,25981.780060542515,1,1,0
707,53.80837176379895,4,190322.81650122258,1,1,1,110210.76684562655,1,1,0
672,40.8082834745182,4,128222.3634264368,3,1,1,92560.92859044216,0,1,0
307,42.59505915274372,5,228839.24781572184,3,0,0,110153.60209597688,1,0,1
421,27.504695911639665,6,146062.45041046964,4,1,1,60483.27257231829,1,0,0
647,66.56318235908594,2,113233.52301305995,3,1,0,121008.10998270412,1,1,1
389,45.99835210862664,4,168797.98155149227,1,1,0,74331.84220756916,0,0,1
615,35.77208022281796,0,211304.26646772423,3,1,0,136280.90203703003,0,0,0
477,76.95375227679958,10,71615.44103220057,4,0,1,33521.35376642289,1,1,0
839,52.03973477942711,9,27258.889147525246,1,0,0,82991.40659260363,1,0,1
340,42.198527044375794,4,109773.24839153058,4,0,1,46745.89783905381,0,1,0
801,44.6101295787916,3,54382.35096138871,2,0,1,78951.0801007658,1,1,0
444,51.99747978896044,0,108891.81802382896,4,1,0,65989.35163660339,0,1,0
500,77.57247423191765,6,251237.9335601062,2,1,1,124446.43594044952,1,0,0
760,24.136541275265333,0,145544.1343921921,2,1,0,41732.00740303632,0,1,0
846,70.5551807595307,7,175832.71074775115,3,1,1,97833.29261195572,0,1,0
552,66.65482505129204,9,171859.79514985887,1,1,0,72842.97925005776,1,1,1
689,53.13410476203482,1,208053.64243519053,3,1,0,87349.76972248853,0,0,0
555,52.11655707862101,9,239343.479703627,1,1,0,112872.45356267045,1,1,0
749,27.32912242161949,4,167015.18869493832,4,1,0,66423.15387131809,0,1,0
309,46.24287281395391,5,120693.46174062754,2,1,0,67716.87827797145,1,0,0
541,77.05670168869344,8,80572.46094705026,2,1,1,29984.348088428076,0,1,0
550,46.175434343669416,6,91332.16039569472,2,0,1,91753.2755237456,1,0,0
304,41.022973688603926,5,84793.27151543355,4,0,0,74197.55215847841,0,1,0
418,35.17697552083521,4,82254.36641388573,4,1,1,125597.6018420174,0,0,0
673,37.48555094441885,5,176092.5003345327,3,1,1,77104.34519971427,1,0,0
364,22.813211898392833,10,148988.52172110818,3,0,0,146203.6373100211,1,1,0
445,79.37805496243283,3,51207.21582199576,1,1,0,42332.117659549454,0,0,1
523,32.671419097373104,0,245807.26151123896,1,1,0,54717.97883905561,0,1,0
538,42.21498166454434,8,108431.53497277151,2,1,0,70948.75734012325,1,1,1
476,81.93937400786368,10,143507.02773524373,4,1,0,42154.71059818904,0,0,0
581,36.437155253564875,4,178114.4649256144,4,1,1,146401.21773621332,1,1,0
362,24.646181975041294,7,155571.68684691965,3,0,1,103324.851929199,1,1,0
516,50.47511321010428,6,78853.89009606463,3,1,1,21455.8737554673,1,1,0
760,45.548386015060196,7,202224.42925681957,1,0,0,95206.28628912228,1,1,1
404,35.64358792569121,0,27924.750321621803,1,1,1,121562.38284703303,1,1,0
398,55.018383416753665,8,144244.59036287287,3,1,0,26669.01138724639,1,0,0
810,35.87812025506243,0,69287.90769324156,3,1,0,95130.01220528995,0,1,0
684,72.62983192817816,2,156100.24725773995,4,0,0,68660.54910388571,1,0,0
704,21.619100136669417,7,55262.93597064306,1,0,0,95591.98836047332,0,1,1
817,23.303000762873545,10,195758.23960474407,3,1,1,52838.77202853058,1,1,0
775,54.24149171468363,0,57682.11803027315,3,0,0,106582.15176173009,1,0,0
736,53.0643610151527,0,225720.89449038255,2,0,1,107273.260831976,0,1,0
322,75.11732730061611,5,218410.44647365954,3,0,0,90135.7126916619,1,1,1
757,56.88368006903939,4,91869.38084202875,3,1,1,140087.99386488582,1,0,0
382,28.235806335359463,10,97808.25469715876,4,0,1,138232.33378257504,1,0,0
444,23.602868943940848,5,177836.23837065333,3,0,0,26179.51001226784,1,0,0
384,32.82519425919451,2,22910.350426859404,1,0,1,57686.20260692848,0,1,0
377,69.30222777392028,9,20513.66064527364,2,1,1,67353.65232897684,0,0,0
756,73.49143347938538,9,34559.177290112595,4,0,0,27184.901496159,0,1,1
300,38.0452958887747,5,142591.59628723364,1,0,1,88072.86235476611,0,0,0
350,41.58558255720841,1,37773.17005260368,2,1,1,23195.61251393898,0,1,0
745,47.06400065259816,7,70378.00392309194,2,1,1,108148.94122055,1,0,0
748,28.991381626993203,5,163996.75584673433,3,1,0,20349.499656902663,1,0,0
787,74.95292815851566,3,3960.7415318800095,2,0,0,24151.75715828712,1,0,0
333,61.494415215013944,3,45691.293498100225,2,1,1,128387.91247851188,0,0,0
647,27.760166984956136,10,235744.1994320371,3,1,1,52839.21183469716,0,0,0
394,55.4402748060675,6,168221.76301590583,4,0,1,30559.761966076898,0,0,0
371,74.95643393061216,2,77459.43400271154,3,1,1,71930.64910400572,0,1,0
453,67.21642031579006,10,11484.748124987667,4,0,0,26623.33250838456,1,1,0
549,27.235747810724664,2,148567.64346284737,2,1,1,117553.32260013244,0,0,0
737,59.58303386259883,5,56498.23358173126,1,1,1,84239.14477267631,0,1,0
417,67.82852886444684,8,243411.47050144486,4,0,1,91751.22232269504,1,0,0
605,55.5106794059354,0,174149.6079650053,4,0,0,117891.58548402664,0,0,0
567,29.787640708210812,4,246947.5036172477,4,0,1,121979.60343975652,0,0,0
353,77.6372445964314,0,215202.0564094224,4,0,1,37713.599076112514,0,0,0
535,70.39031059720867,0,122450.9695655023,2,1,0,56436.35043729277,0,1,1
688,71.38841707400981,2,169739.13702856234,1,1,1,42836.5951832892,1,0,0
700,81.02310400478706,2,205875.09188413393,4,0,1,27025.0282397916,0,0,1
602,35.67612965934121,3,146572.45828080006,1,1,1,89877.2609407393,1,0,0
506,42.35403440194382,2,15587.529554089895,2,0,0,52473.94651052418,1,1,0
528,88.07619613377854,5,119261.56870333868,4,1,0,40017.52774497922,0,0,0
374,32.90669523229263,3,33101.29084063265,1,0,1,86319.1448657332,0,1,0
734,42.64079097555311,7,181218.8665952397,4,0,1,102421.95456676636,1,1,0
402,41.21741044042537,0,172544.38984848122,4,0,0,120373.29574067668,0,0,0
721,62.75502307412221,7,251709.46199472007,2,0,0,22274.14471143536,0,1,1
605,36.208220747503574,10,159407.86688392446,4,1,1,88416.99261509528,0,0,0
397,73.25675557719673,0,202840.79898945335,1,0,1,54719.23987990655,0,0,0
634,63.85477117823958,10,68012.92521051466,1,0,1,148906.7951182576,0,0,1
734,32.964047809102155,0,86198.59604912884,2,1,0,40401.76896709414,0,0,0
746,42.63912658446706,6,232472.33032197692,3,1,0,76919.94967032054,1,1,1
607,82.51209252429467,0,191446.7408916254,3,0,0,146103.42191457175,0,1,0
548,66.16330576006341,8,166115.51074943764,2,1,0,47702.63527766534,1,1,1
465,37.881006565965535,7,64397.87116640207,2,1,0,124896.6865396445,1,0,0
780,39.79928739525401,0,177094.5954604111,3,0,1,51595.11888470892,1,0,0
634,30.034355464638217,1,224801.0458536647,3,0,1,29784.27252612705,0,1,0
841,40.984759192221986,1,58508.88733540425,1,0,1,25558.17411786228,1,0,0
405,60.8689411261417,1,179007.5663129899,1,1,0,143336.04072758416,1,1,1
380,58.274082772419426,5,99804.286029156,1,1,1,47676.14262624835,1,0,0
432,83.20641994090438,3,30108.404637091724,3,1,0,57954.14830204003,0,1,1
437,33.70828410767137,7,193542.8448296375,2,0,0,145698.29096271814,1,0,0
483,71.30147928907604,0,42370.39398191025,4,0,1,105460.85534057875,1,1,0
700,56.57248998395564,9,64111.0481817738,1,1,1,83456.50395114698,0,0,0
629,32.90096909385381,3,198481.51265155457,4,0,1,76604.81550309763,0,1,0
807,41.011136154488234,9,188136.0690681219,2,1,1,26313.352736771038,1,0,0
368,72.7634241687,10,64437.259471059966,3,1,1,129062.8271006713,1,0,0
845,56.73225857522976,4,238541.38653411585,1,0,0,119064.69575557116,0,0,1
352,32.276617715502084,8,54576.37333779589,3,0,0,31790.6797869663,0,1,0
749,57.44196081999092,4,251890.47200596752,2,1,0,65949.4308248398,0,0,1
504,49.22046347824749,10,187062.99460677744,1,0,1,135103.28918718928,1,0,0
425,33.682251566663645,2,99503.5597533857,2,0,1,50737.38660060338,0,1,0
342,64.10600463545677,10,33044.47374196944,2,0,1,99460.39785632942,1,1,0
410,33.66699628337919,3,81251.60918497479,1,0,1,83431.66763904571,1,0,0
482,69.91106991855047,9,49114.124426486575,4,0,0,126407.82277167258,0,1,0
